psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,2-Mar,3-Mar,4-Mar,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
105551,1,1,47,47145,3,R,1,2,2,5, , ,1,1,2,1, , , , , , , ,2,1,2,2,2,1,1, ,2,1,2,1,1,10,2,1,2,2,2,1, ,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,52,2, , , ,1,6,6,2, ,1,6,1, ,2, , , , , , , , , , , ,1.580645161,0.499131739
105558,1,1,20,20173,2,U,1,2,2,3, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,71,2, , , ,1,8,3,2, ,1,3,1, ,3, , , , , , , , , , , ,1,0.315777223
105561,1,1,17,17181,2,R,2,1,2,2,1,1, ,2,1, ,2, , , , , , ,1,1,2,2,2,2,2,2, ,1,2,1,1,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,52, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,8,1,2,1,2,1,3, ,2,2,2,2,2,2,2,2,2,70,2, , , ,2,3,3,2, ,1,4,1, ,2, , , , , , , , , , , ,2.129032258,0.672299894
105568,1,1,22,22051,3,U,2,1,2,5,1,1, ,1,1, ,1, , , , , , ,2,1,2,1,2,1,1,2, ,1,1,1,2,4,1,1,1,2,2,1,1,2,1, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,9,45,1,99,0,3,1,99,1,9, ,9,99,9, ,1, , , , , , , , , , , ,1.64516129,0.519504463
105572,1,1,1,1073,3,S,1,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,1, ,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,3,1,5, , ,2, , ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,2,1,2,2,1,2,1,2, , , , , , ,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,38,1,0,1,0,2,4,1,2, ,1,99,1, ,1, , , , , , , , , , , ,5.774193548,1.823358803
105573,1,1,48,48121,3,U,1,1,2,1,2,1, ,1,1, ,1, , , , , , ,1,1,2,2,2,2,2,2, ,1,1,1,8,6,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,75,2, , , ,2,3,3,2, ,1,1,1, ,2, , , , , ,ATT&T PHONE, , , , , ,2.322580645,0.733418066
105579,1,1,24,24037,3,R,1,2,1,2, , ,1,1,1, ,4, , , , , , ,2,2,1,2,8,1,1, , ,1,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,49, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,69,2, , , ,2,4,3,2, ,1,6,1, ,3, , , , , , , , , , , ,2.161290323,0.682486256
105585,1,1,36,36055,1,S,2,1,2,5,1,1, ,2,1, ,1, , , , , , ,2,1,2,2,2,2,2,1, ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,1,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,61,2, , , ,1,3,4,2, ,1,1,1, ,2, , , , , , , , , , , ,2.516129032,0.794536238
105591,1,1,9,9005,1,R,1,2,2,3, , ,1,1,1, ,2, , , , , , ,2,2,2,2,2,1,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,48, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,1,1,3, ,2,2,2, ,2,2,2,2,2,67,2, , , ,2,6,3,2, ,1,7,9, ,3, , , , , , , , , , , ,1.35483871,0.427827205
105602,1,1,6,6073,4,S,2,1,2,2,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,1,1,2, ,1,1,1,8,6,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,1,1, , , ,2,2, , , ,2,2,2, , , , ,1,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,8,2,1,1,2,2,2,2,1,2,1,3,1,2,1,1,1,2,2, , , , , , , , , , , , ,2,2,2,78,2, , , ,1,4,3,2, ,1,7,1, ,2, , , , , ,VERIZON PHONE, , , , , ,1.032258065,0.325963585
105605,1,1,32,32019,4,R,1,2,1,2, , ,1,2,1, ,3, , , , , , ,1,1,2,2,2,1,2, ,2,1,2,1,2,7,2,2,2,2,2,1, ,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,1,2, , , ,2,1,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,21,2, , , ,3,5,1,2, ,1,6,1, ,3, , , , , , , , , , , ,3.838709677,1.212177081
105607,1,1,35,35001,4,U,1,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,1,1,1,1,1,1,2, ,1,1,1,1,2,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,24, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,54,1,0,0,2,2,8,1,2, ,1,8,1, ,2, , , , , , , , , , , ,2.096774194,0.662113532
105625,1,1,17,17113,2,U,2,2,2,1, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,2, ,2,1,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,99,9, , , ,9,99,9,9, ,9,99,9, ,9, , , , , , , , , , , ,1.258064516,0.397268119
105642,1,1,55,55141,2,R,1,2,2,3, , ,1,2,1, ,4, , , , , , ,2,1,2,2,2,1,2, ,2,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,28,1,2,0,0,3,4,1,2, ,1,1,1,2, , , , , , , , , , , , ,6.870967742,2.169695112
